Source_Name,z_best,Size,angular_size,L_144,Mass_median,flag_mass,fri,frii,hybrid,spiral,relaxed,cshaped,sshaped,misaligned,wings,xshaped,straight,multihotspots,continuous,banding,onesided,restarted,cluster,merger,diffuse,unknown,featurecount,hasanyone,hasanytwo,hasall,has_exactly_1,has_exactly_2,se,ms,em
ILTJ072107.00+340335.8,1.278977,556.706002851938,66.56942896864875,5.7208048649023605e+26,,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ072114.21+392522.3,0.4296885,674.2129423413472,120.22937237623408,1.26753894291813e+26,11.425090789794922,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ072120.54+261805.4,0.1413469,246.40184786727008,99.05556094625788,1.1748529339270458e+26,11.33472728729248,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4,False,False,False,False,False,False,False,False
ILTJ072140.42+303148.8,0.6535469,935.4033189528814,134.67819236846552,1.258001914380483e+26,10.644734382629396,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,4,True,True,True,False,False,True,True,True
ILTJ072154.76+272704.3,1.349707,602.3040356457885,71.6311648028092,1.2038058314846302e+27,11.233428001403809,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ072205.72+363822.7,0.1639349,304.69763003243486,108.30008059826076,4.488403046649188e+25,10.977631568908691,True,True,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,6,True,True,True,False,False,True,True,True
ILTJ072244.23+322955.6,0.1538805,213.2437513089801,79.8518977957271,3.155402541846722e+25,11.241955757141112,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,True,False,False,True,False,False,False,False
ILTJ072255.91+262635.5,1.13271,812.727566646607,98.9102841037844,5.189261214736405e+26,11.401297569274902,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ072302.10+313839.6,0.7953226,959.4971731522332,128.0475726582944,2.106653408571013e+26,11.368148803710938,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ072307.32+261819.8,0.4615452,542.1051756109655,92.78523281582918,1.9132566033653356e+26,11.036480903625488,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,3,True,True,False,False,True,True,False,False
ILTJ072312.99+294746.2,0.7337835,1438.9454853765014,197.7036316169283,6.147107613322061e+26,11.31921100616455,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,True,False,False,True,False,False,False,False
ILTJ072346.30+310716.5,0.1908942,362.4385812491358,113.94905410703888,9.10357723722391e+24,10.64013385772705,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ072406.65+380341.3,0.2413961142301559,612.9014862723621,160.86738372600962,3.992532300775922e+26,11.517374038696287,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ072417.84+331618.6,0.6356045,704.1046499532006,102.6097206785748,3.4817707909697126e+26,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ072422.07+364004.4,0.3115046,840.4153748115648,183.8595291112453,9.139344417400237e+25,11.40642547607422,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,4,True,True,False,False,True,False,False,True
ILTJ072436.50+362239.0,0.2856262,567.3709183527654,131.8185699582735,8.508019197914337e+25,11.5881986618042,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,False,False,False,False
ILTJ072454.39+314940.4,1.711359,1394.5688520556705,164.76897877504567,6.14823745387033e+27,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ072504.38+355121.6,0.1494011,125.62083836727447,48.20983650554453,1.5814578199908356e+25,10.47581386566162,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ072504.54+312510.1,0.1601045,395.5848670919141,143.35974038325506,7.931178300291201e+24,11.135516166687012,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ072529.44+344539.1,0.3579152,850.1157488372571,169.62711624703627,9.77487496938096e+25,10.919672012329102,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ072531.41+273759.6,1.229133,600.2491104620817,72.13253939804461,1.7117257839813366e+27,11.220255851745604,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,3,True,False,False,True,False,False,False,False
ILTJ072538.25+321147.3,0.426326,1249.962093064324,223.93042248244143,1.3274692465754729e+26,11.207403182983398,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,4,True,False,False,True,False,False,False,False
ILTJ072539.18+400418.0,0.1614589989185333,744.1736240063635,267.826921900394,3.470314711994946e+25,,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,False,False,False,False
ILTJ072544.96+363744.3,0.2078267,364.66049294334994,107.25586381092148,1.3154923197164225e+25,11.458179473876951,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,False,False,False,False
ILTJ072545.91+260746.3,0.9973097,744.6537614459702,93.03988025084357,8.400343219181933e+26,11.508929252624512,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ072550.91+302228.1,0.6251559,426.91684397467566,62.67410205500142,2.9641994163306607e+26,11.69196891784668,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ072615.17+383830.7,0.1538716405630111,656.795944411233,245.9575279517828,6.839378557066033e+24,11.299165725708008,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ072619.96+403938.1,0.1210724934935569,224.66955380317236,103.06319961852913,6.03174992549144e+24,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ072629.33+362114.4,1.143106,591.0690987978234,71.82049726768943,2.3726946034922265e+27,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ072658.08+334524.7,1.160787,1288.495250224791,156.16382377316802,8.428271514006598e+26,11.318277359008787,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,True,False,False,True,False,False,False,False
ILTJ072659.42+384505.3,0.2087362408638,312.07130743606183,91.47772944880616,1.34070553026354e+25,11.33958911895752,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ072712.03+291332.1,0.7068108,666.3944267754077,92.89730553187624,1.95501054613653e+26,11.499502182006836,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,True,False,False,True,False,False,False,False
ILTJ072722.72+372538.0,0.6990238,1324.0239119586972,185.3881951401691,1.9499211207459096e+26,,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ072735.65+395658.8,0.3118164539337158,488.8623920716648,106.87656126257151,1.0757406272177416e+26,11.52097225189209,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ072756.35+312512.5,0.175402,305.18145159381635,102.66898180320538,2.622431901618396e+25,11.526042938232422,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,3,True,False,False,True,False,False,False,False
ILTJ072801.61+363702.7,0.2094603,962.6083867444974,281.41423839634155,3.5478057833925144e+25,11.008600234985352,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,False,False,False,False
ILTJ072811.23+381501.7,0.0792100355029106,246.6893799446482,164.85847256684386,1.603997159036475e+24,,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5,True,False,False,True,False,False,False,False
ILTJ072822.60+350025.7,0.3318862,1017.3354303168846,213.26619262215613,3.1104503959533568e+25,11.572909355163574,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ072842.95+282024.7,0.3674965,1018.1814796505424,199.76121859565305,3.271706140335666e+25,,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ072902.43+362020.2,1.202699,960.285272836874,115.75017473312607,4.891235798394687e+27,11.437066078186035,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ072910.17+324353.6,0.2461067,353.4046754134864,91.43646817478496,2.128710821152173e+25,10.956002235412598,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4,False,False,False,False,False,False,False,False
ILTJ072946.74+255943.9,0.293011337518692,692.3525216593823,158.00171729415274,5.3052040982475626e+25,11.379396438598633,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
ILTJ072947.43+350611.0,0.3807718,1071.0819584878525,205.49639081987252,5.640376612083277e+25,11.257832527160645,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ072949.68+291918.8,0.590679,439.81204797897743,66.26852517099897,2.082470183532998e+26,,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ072959.80+282802.0,0.3183644,1041.5172758848878,224.50950225253808,4.5972570464853625e+25,11.61111545562744,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ073019.40+352234.7,0.3066717,451.84161733130094,99.91341812989646,5.748771867587657e+25,11.49038791656494,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,True,False,False,True,False,False,False,False
ILTJ073029.44+371048.8,0.28697,675.709045123571,156.4711500980489,2.233960696605592e+25,10.974627494812012,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ073035.68+283032.6,0.5071482,1305.1692182701524,212.2104877391272,2.3652924082551344e+26,11.593706130981444,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,False,False,False,False
ILTJ073041.56+401122.7,0.1200542077422142,227.4347864020102,105.09527164592409,6.570849351037578e+24,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ073043.20+343031.8,0.3647703,588.7731446587007,116.06230299552894,1.0874958380369507e+26,11.182413101196287,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ073050.12+263417.1,0.5345365405082703,979.5155558840656,154.97939968731745,5.766146470682383e+26,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ073107.53+403550.3,1.244233,1112.6481935877828,133.4935586129069,7.242429543157307e+26,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ073108.62+320412.4,0.7929999828338623,1162.9306780857366,155.3526226020545,4.464191197421229e+26,9.096388816833496,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ073134.51+384209.9,0.2020180374383926,983.5203735347422,295.73521086752635,1.9462890242465543e+25,11.463001251220703,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,6,True,False,False,True,False,False,False,False
ILTJ073138.02+293820.4,1.673154,1046.6226321828772,123.58523442548318,1.416349930400767e+27,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ073145.32+321602.5,0.4707604,405.8548450815151,68.70289825665692,1.66192841764889e+27,11.262558937072754,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ073200.61+300543.0,0.9694832,714.2025237047673,89.85440354058606,5.110579061138592e+27,,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,3,True,True,False,False,True,False,False,True
ILTJ073216.77+381835.8,0.5625191926956177,616.4000285056497,95.07657153242472,3.218248346276241e+26,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ073216.87+315247.3,0.0537899322807788,98.04113521635766,93.65051113624452,9.403357924902404e+23,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ073235.05+291530.6,0.1053106,435.6414748011901,225.6675916851779,3.57046102337586e+24,11.452435493469238,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ073247.60+384056.8,0.6049091219902039,667.2138063249996,99.42528554765828,8.322155852644182e+26,11.624235153198242,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,5,True,False,False,True,False,False,False,False
ILTJ073311.58+393815.5,0.68163,3012.603735381091,426.1551661468865,1.0864064741297762e+27,10.997645378112791,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ073347.46+261214.4,0.4585123360157013,462.08645448714174,79.38334164545118,5.868219920421844e+25,11.462141036987305,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ073418.47+410119.3,0.1285067945718765,487.12860580608816,212.31097591519932,4.343174261138147e+24,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ073437.81+374021.9,0.3109280467033386,465.3340465007765,101.93090760349976,3.4035782177799237e+25,11.423168182373049,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,False,False,False,False
ILTJ073452.45+390054.5,0.413918673992157,2332.1655700923297,425.19057145028535,1.2731114637938744e+26,11.16676425933838,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ073458.66+322444.3,0.3830896,1077.0244314723536,205.85630023229345,1.00887663767835e+26,11.111690521240234,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ073504.70+373021.1,0.5410789251327515,884.8225404840588,139.13771310329648,1.586521594870392e+26,11.65877914428711,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,True,False,False,True,False,False,False,False
ILTJ073509.41+344642.4,0.4265391826629638,536.654860732131,96.11332833881382,3.1827976064427425e+26,11.973322868347168,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ073512.54+350651.5,0.2093159407377243,832.1297135248695,243.3993113640265,1.369463222066999e+25,11.281126022338867,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ073541.48+294056.0,0.8882729,885.4321743716333,114.07943456395957,4.8649237721583066e+26,,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ073609.00+285959.9,0.6990586519241333,571.3820468839152,80.0026128387041,1.3683811861952512e+28,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ073648.78+384025.2,0.306928813457489,494.34926599726094,109.25008561895612,2.1975695309665057e+25,11.522515296936035,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ073649.61+254255.9,0.4795733,752.4273382250968,126.07472682826922,7.108961280207453e+26,10.97483253479004,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ073651.93+362714.3,0.2214447,1284.2805980824455,359.7330019655996,1.6756107639502725e+25,11.295774459838867,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ073655.14+352212.0,0.2085236608982086,823.8021753839433,241.67265090206035,1.928127000185792e+25,,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,False,False,False,False
ILTJ073657.64+284933.9,0.4441221952438354,884.1644702356398,154.6755770628594,3.8151188041744746e+26,8.595993995666504,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,4,True,True,False,False,True,False,True,False
ILTJ073718.03+351459.2,0.2088885903358459,330.2279340572614,96.74527664335294,1.0342065143818618e+25,11.375007629394531,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ073721.15+351746.6,0.2104132622480392,361.52291048090393,105.31894579143813,5.303481494786718e+25,,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ073731.41+354107.1,0.2064457,494.10915956757134,146.08443108658489,9.0275964704252e+24,11.072484970092772,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ073733.64+365129.8,0.9952942,588.4171699961084,73.55449623536833,4.748397272490938e+26,11.396513938903809,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ073745.24+341957.4,0.2646732,333.60811340470445,81.84087182609352,2.4342321810208977e+25,11.17110824584961,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ073756.92+294208.4,0.0001562017714604,0.3726595329506572,114.92429473658244,9.624593541126089e+18,,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,3,True,True,False,False,True,True,False,False
ILTJ073807.59+363213.5,0.2015937864780426,356.35674768355165,107.32932091235064,1.3851499058292374e+25,11.28215789794922,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,True,False,False,True,False,False,False,False
ILTJ073842.97+282152.3,0.846709,395.6153794152897,51.71877029748138,3.885601202957496e+26,11.280555725097656,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ073854.30+301456.9,1.082875,755.4387791776478,92.71223084336764,3.111347452177971e+27,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ073855.54+384622.8,0.2940002,425.0273646466015,96.76775432172973,1.7817501941981215e+26,,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,4,True,True,False,False,True,False,True,False
ILTJ073916.08+361429.5,0.4502131044864654,483.0533594281925,83.84905570180554,6.69510282188659e+25,11.56537628173828,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ073927.83+394658.9,0.0976584181189537,308.50733664482203,170.8273986962426,7.514646010353012e+24,,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4,True,False,False,True,False,False,False,False
ILTJ073946.11+362310.1,0.7239355,130.77742962431236,18.0611770242056,4.426680429005127e+26,10.455105781555176,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ074010.74+383347.9,1.202854,878.3071724743203,105.86677406251222,1.2351111698174157e+28,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ074042.12+355141.8,0.2162277847528457,303.33890600476184,86.5315466822985,1.7244081799012607e+25,11.37060546875,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,True,False,False,True,False,False,False,False
ILTJ074050.56+375750.3,0.5986842,833.6195069013091,124.81792606195128,1.7551141712790335e+26,11.045329093933104,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ074052.39+302152.6,1.091201,569.4949665849799,69.78742362548725,1.416359306221276e+27,11.105308532714844,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ074052.63+344644.4,0.6505631,544.8324452075303,78.5986782406765,2.3206915195235887e+26,11.40659523010254,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ074105.87+320544.8,0.1791749447584152,454.93816890439695,150.4483747159996,2.079549263268592e+25,11.427404403686523,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ074110.57+280914.1,0.3351488,2258.191435794284,470.3279853604152,6.219344749368463e+25,11.194003105163574,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ074119.67+301559.9,0.4731348,591.5310761964214,99.85552382451468,7.275868721902962e+25,11.3328218460083,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ074125.29+333311.8,0.3644187152385711,719.332296110199,141.88605174499037,1.153665874554947e+27,,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,False,False,False,False
ILTJ074139.98+365537.1,0.4779999852180481,876.1721776540401,147.0739890462091,1.1331056846226807e+26,9.203967094421388,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ074141.48+391214.0,1.469403,796.4458501347809,94.18982043900628,3.486422800890212e+27,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ074148.50+404447.3,0.985303,637.1948826832496,79.845781400452,8.764536054304703e+27,10.966548919677734,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ074155.89+364558.5,0.202516958117485,417.6887238972432,125.35321557758031,2.1557007696198405e+25,11.505633354187012,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ074242.12+374404.4,0.8048384,723.7205686036481,96.19184007221271,8.767771114445513e+26,,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,6,True,True,True,False,False,True,True,True
ILTJ074258.56+273514.7,0.2354599088430404,297.3569349563208,79.51245900957471,1.303735847498654e+25,10.578022956848145,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ074302.12+343004.9,0.0620178841054439,647.9979033499992,542.0887006943133,1.7240526049091855e+24,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ074307.52+311040.4,0.2530247,500.0188235568408,126.75375198587614,7.742651764331244e+25,11.453722953796388,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4,False,False,False,False,False,False,False,False
ILTJ074355.04+325133.4,0.8439259,1040.7017955467957,136.19234560414029,3.086984581019159e+26,11.400493621826172,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,True,False,False,True,False,False,False,False
ILTJ074359.01+253013.9,0.2767937,465.2279441860202,110.5198414324805,3.6683818600641807e+25,9.946850776672363,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,True,False,False,True,False,False,False,False
ILTJ074400.40+341258.7,0.6999194622039795,696.3338650089458,97.44987970656884,2.7782037978757043e+26,11.254292488098145,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,4,True,True,True,False,False,True,True,True
ILTJ074401.38+311739.0,0.3407530784606933,2163.133713679681,445.6290349063535,9.392259160400748e+25,11.583752632141112,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ074416.69+340015.9,0.794954,601.0648997093454,80.22656366705779,1.7222043408522323e+27,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ074452.82+270112.8,0.3423786,447.4984013913974,91.90195753101678,4.54444172357317e+25,10.735156059265137,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ074501.73+383108.1,0.3365585207939148,494.57452080495113,102.72268171452208,2.6886004362053496e+25,11.238088607788086,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ074502.53+403100.3,0.286653,900.6440926264436,208.7206567804524,2.092546753440864e+25,10.943744659423828,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False
ILTJ074504.84+290206.4,0.9009623,1735.051541508945,222.6292174085729,7.894701936940854e+26,11.13734245300293,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,True,False,False,True,False,False,False,False
ILTJ074505.21+331252.3,0.2196742445230484,336.35921909166586,94.79527654192712,2.7168810684447627e+26,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ074549.60+254933.6,0.9079999923706056,2256.8393853703683,288.9416751235988,3.4353291625500475e+26,10.960230827331545,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False
ILTJ074552.85+281028.4,0.3661741,1304.4871489994568,256.51978552400897,8.416322493676743e+26,,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,True,False,False,True,False,False,False,False
